Date;Pays;Filière;Valeur (TWh)
2019-03;"Allemagne";"Consommation brute";43,698806708984
2019-04;"Allemagne";"Consommation brute";39,486474106445
2019-05;"Allemagne";"Consommation brute";40,623312232422
2019-06;"Allemagne";"Consommation brute";38,12473293457
2019-07;"Allemagne";"Consommation brute";40,926761893555
2019-08;"Allemagne";"Consommation brute";39,544047701172
2019-09;"Allemagne";"Consommation brute";39,409325773438
2019-10;"Allemagne";"Consommation brute";42,325331140625
2019-11;"Allemagne";"Consommation brute";43,015482300781
2019-12;"Allemagne";"Consommation brute";42,415338178711
2020-01;"Allemagne";"Consommation brute";45,333450208008
2020-02;"Allemagne";"Consommation brute";43,123250990234
2020-03;"Allemagne";"Consommation brute";42,895544774414
2020-04;"Allemagne";"Consommation brute";36,503883865234
2020-05;"Allemagne";"Consommation brute";37,08771003125
2020-06;"Allemagne";"Consommation brute";36,461535292969
2020-07;"Allemagne";"Consommation brute";38,439080510742
2020-08;"Allemagne";"Consommation brute";38,50056181543
2020-09;"Allemagne";"Consommation brute";38,681308307617
2020-10;"Allemagne";"Consommation brute";42,654981463867
2020-11;"Allemagne";"Consommation brute";42,729392303711
2020-12;"Allemagne";"Consommation brute";42,947152131836
2021-01;"Allemagne";"Consommation brute";45,638932523437
2021-02;"Allemagne";"Consommation brute";41,754166334961
2021-03;"Allemagne";"Consommation brute";44,926715876953
2021-04;"Allemagne";"Consommation brute";41,050259580078
2021-05;"Allemagne";"Consommation brute";40,239889475586
2021-06;"Allemagne";"Consommation brute";39,490356507812
2021-07;"Allemagne";"Consommation brute";40,617237733398
2021-08;"Allemagne";"Consommation brute";39,410414470703
2021-09;"Allemagne";"Consommation brute";39,508073319336
2021-10;"Allemagne";"Consommation brute";43,168197759766
2021-11;"Allemagne";"Consommation brute";43,90394347168
2021-12;"Allemagne";"Consommation brute";44,892639733398
2022-01;"Allemagne";"Consommation brute";46,299569852539
2022-02;"Allemagne";"Consommation brute";42,317581311523
2022-03;"Allemagne";"Consommation brute";43,975777791992
2022-04;"Allemagne";"Consommation brute";40,103143261719
2022-05;"Allemagne";"Consommation brute";39,887427157715
2022-06;"Allemagne";"Consommation brute";37,36636884375
2022-07;"Allemagne";"Consommation brute";38,344487296875
2022-08;"Allemagne";"Consommation brute";37,455952944336
2022-09;"Allemagne";"Consommation brute";37,356646833984
2022-10;"Allemagne";"Consommation brute";38,497672964844
2022-11;"Allemagne";"Consommation brute";39,782554770508
2022-12;"Allemagne";"Consommation brute";40,903161848633
2023-01;"Allemagne";"Consommation brute";42,165823325195
2023-02;"Allemagne";"Consommation brute";38,135824786133
2023-03;"Allemagne";"Consommation brute";40,91651053125
2023-04;"Allemagne";"Consommation brute";36,141725708984
2023-05;"Allemagne";"Consommation brute";36,335393416504
2023-06;"Allemagne";"Consommation brute";35,469625815918
2023-07;"Allemagne";"Consommation brute";36,25532059375
2023-08;"Allemagne";"Consommation brute";36,311895526367
2023-09;"Allemagne";"Consommation brute";35,798510966797
2023-10;"Allemagne";"Consommation brute";38,765883886719
2023-11;"Allemagne";"Consommation brute";41,100459551758
2023-12;"Allemagne";"Consommation brute";40,986541952148
2024-01;"Allemagne";"Consommation brute";44,108597992187
2024-02;"Allemagne";"Consommation brute";39,95325334082
2024-03;"Allemagne";"Consommation brute";40,215231476074
2024-04;"Allemagne";"Consommation brute";37,735931543945
2024-05;"Allemagne";"Consommation brute";35,985883368652
2024-06;"Allemagne";"Consommation brute";35,704923930664
2024-07;"Allemagne";"Consommation brute";36,980533489258
2024-08;"Allemagne";"Consommation brute";36,910114666016
2024-09;"Allemagne";"Consommation brute";36,66187433252
2024-10;"Allemagne";"Consommation brute";38,490219479492
2024-11;"Allemagne";"Consommation brute";41,379594483398
2024-12;"Allemagne";"Consommation brute";41,384249049805
2025-01;"Allemagne";"Consommation brute";44,173356758789
2025-02;"Allemagne";"Consommation brute";40,064787543945
2025-03;"Allemagne";"Consommation brute";40,607020334961
2025-04;"Allemagne";"Consommation brute";36,330927305664
2025-05;"Allemagne";"Consommation brute";36,256372878906
2025-06;"Allemagne";"Consommation brute";35,296016100586
2025-07;"Allemagne";"Consommation brute";37,029775874023
2025-08;"Allemagne";"Consommation brute";35,366383477539
2025-09;"Allemagne";"Consommation brute";36,482425549805
2025-10;"Allemagne";"Consommation brute";40,632282589844
2025-11;"Allemagne";"Consommation brute";41,429951304687
2016-01;"Danemark";"Consommation brute";3,1249729345703
2016-02;"Danemark";"Consommation brute";2,8427726943359
2016-03;"Danemark";"Consommation brute";2,8902891621094
2016-04;"Danemark";"Consommation brute";2,6257706201172
2016-05;"Danemark";"Consommation brute";2,5120564599609
2016-06;"Danemark";"Consommation brute";2,5273147702637
2016-07;"Danemark";"Consommation brute";2,3597004921875
2016-08;"Danemark";"Consommation brute";2,5541121074219
2016-09;"Danemark";"Consommation brute";2,4984604597168
2016-10;"Danemark";"Consommation brute";2,668551722168
2016-11;"Danemark";"Consommation brute";2,8437807194824
2016-12;"Danemark";"Consommation brute";2,8480844328613
2017-01;"Danemark";"Consommation brute";2,9997732001953
2017-02;"Danemark";"Consommation brute";2,669451762207
2017-03;"Danemark";"Consommation brute";2,8791555751953
2017-04;"Danemark";"Consommation brute";2,5227552788086
2017-05;"Danemark";"Consommation brute";2,5530271079102
2017-06;"Danemark";"Consommation brute";2,466384390625
2017-07;"Danemark";"Consommation brute";2,3954049199219
2017-08;"Danemark";"Consommation brute";2,6029541188965
2017-09;"Danemark";"Consommation brute";2,5901564580078
2017-10;"Danemark";"Consommation brute";2,8115272648926
2017-11;"Danemark";"Consommation brute";2,9301519140625
2017-12;"Danemark";"Consommation brute";3,0480954326172
2018-01;"Danemark";"Consommation brute";3,1312538022461
2018-02;"Danemark";"Consommation brute";2,9064601791992
2018-03;"Danemark";"Consommation brute";3,1726150129395
2018-04;"Danemark";"Consommation brute";2,6167805522461
2018-05;"Danemark";"Consommation brute";2,6682543410645
2018-06;"Danemark";"Consommation brute";2,5946109992676
2018-07;"Danemark";"Consommation brute";2,5658320476074
2018-08;"Danemark";"Consommation brute";2,6142627011719
2018-09;"Danemark";"Consommation brute";2,564861980957
2018-10;"Danemark";"Consommation brute";2,805584317627
2018-11;"Danemark";"Consommation brute";2,9415765083008
2018-12;"Danemark";"Consommation brute";3,0078381950684
2019-01;"Danemark";"Consommation brute";3,1882760808105
2019-02;"Danemark";"Consommation brute";2,7669679414063
2019-03;"Danemark";"Consommation brute";2,9411167509766
2019-04;"Danemark";"Consommation brute";2,5880649938965
2019-05;"Danemark";"Consommation brute";2,6982856976318
2019-06;"Danemark";"Consommation brute";2,5450206816406
2019-07;"Danemark";"Consommation brute";2,5615835351563
2019-08;"Danemark";"Consommation brute";2,6739494628906
2019-09;"Danemark";"Consommation brute";2,6308680766602
2019-10;"Danemark";"Consommation brute";2,8930366694336
2019-11;"Danemark";"Consommation brute";2,9829751501465
2019-12;"Danemark";"Consommation brute";3,0698640585937
2020-01;"Danemark";"Consommation brute";3,1423188798828
2020-02;"Danemark";"Consommation brute";2,9801101027832
2020-03;"Danemark";"Consommation brute";3,0280358015137
2020-04;"Danemark";"Consommation brute";2,6363889338379
2020-05;"Danemark";"Consommation brute";2,6812885983887
2020-06;"Danemark";"Consommation brute";2,6315659504395
2020-07;"Danemark";"Consommation brute";2,5501215378418
2020-08;"Danemark";"Consommation brute";2,7639826135254
2020-09;"Danemark";"Consommation brute";2,6744738288574
2020-10;"Danemark";"Consommation brute";2,92717065625
2020-11;"Danemark";"Consommation brute";2,9918626386719
2020-12;"Danemark";"Consommation brute";3,0992203027344
2021-01;"Danemark";"Consommation brute";3,3654445668945
2021-02;"Danemark";"Consommation brute";3,182230197998
2021-03;"Danemark";"Consommation brute";3,1952066018066
2021-04;"Danemark";"Consommation brute";2,947846057373
2021-05;"Danemark";"Consommation brute";2,8918237441406
2021-06;"Danemark";"Consommation brute";2,7293337011719
2021-07;"Danemark";"Consommation brute";2,7416742209473
2021-08;"Danemark";"Consommation brute";2,8315979736328
2021-09;"Danemark";"Consommation brute";2,8437681276855
2021-10;"Danemark";"Consommation brute";2,9988502067871
2021-11;"Danemark";"Consommation brute";3,1366852145996
2021-12;"Danemark";"Consommation brute";3,4281919914551
2022-01;"Danemark";"Consommation brute";3,3670572788086
2022-02;"Danemark";"Consommation brute";3,0630336523438
2022-03;"Danemark";"Consommation brute";3,125014380127
2022-04;"Danemark";"Consommation brute";2,8098731713867
2022-05;"Danemark";"Consommation brute";2,759816619873
2022-06;"Danemark";"Consommation brute";2,6337438774414
2022-07;"Danemark";"Consommation brute";2,5138735725098
2022-08;"Danemark";"Consommation brute";2,7216288603516
2022-09;"Danemark";"Consommation brute";2,5989943735352
2022-10;"Danemark";"Consommation brute";2,7084154296875
2022-11;"Danemark";"Consommation brute";2,9003915002441
2022-12;"Danemark";"Consommation brute";3,1277037805176
2023-01;"Danemark";"Consommation brute";3,1877826635742
2023-02;"Danemark";"Consommation brute";2,8246147287598
2023-03;"Danemark";"Consommation brute";3,1638506831055
2023-04;"Danemark";"Consommation brute";2,6880199213867
2023-05;"Danemark";"Consommation brute";2,6275488579102
2023-06;"Danemark";"Consommation brute";2,5737378112793
2023-07;"Danemark";"Consommation brute";2,4546043806152
2023-08;"Danemark";"Consommation brute";2,6980776914063
2023-09;"Danemark";"Consommation brute";2,6110098989258
2023-10;"Danemark";"Consommation brute";3,021016239502
2023-11;"Danemark";"Consommation brute";3,2387875087891
2023-12;"Danemark";"Consommation brute";3,3884476828613
2024-01;"Danemark";"Consommation brute";3,661068640625
2024-02;"Danemark";"Consommation brute";3,1373311013184
2024-03;"Danemark";"Consommation brute";3,2349660539551
2024-04;"Danemark";"Consommation brute";3,0479387253418
2024-05;"Danemark";"Consommation brute";2,8219433376465
2024-06;"Danemark";"Consommation brute";2,7258527070313
2024-07;"Danemark";"Consommation brute";2,6407339335937
2024-08;"Danemark";"Consommation brute";2,8790118347168
2024-09;"Danemark";"Consommation brute";2,8020617414551
2024-10;"Danemark";"Consommation brute";3,0895869602051
2024-11;"Danemark";"Consommation brute";3,2891222402344
2024-12;"Danemark";"Consommation brute";3,4513738161621
2025-01;"Danemark";"Consommation brute";3,6500623862305
2025-02;"Danemark";"Consommation brute";3,3296027421875
2025-03;"Danemark";"Consommation brute";3,372470597168
2025-04;"Danemark";"Consommation brute";2,960358546875
2025-05;"Danemark";"Consommation brute";2,9850105917969
2025-06;"Danemark";"Consommation brute";2,7808467355957
2025-07;"Danemark";"Consommation brute";2,829144020752
2025-08;"Danemark";"Consommation brute";3,0137844443359
2025-09;"Danemark";"Consommation brute";3,0528612463379
2025-10;"Danemark";"Consommation brute";3,3250498796387
2025-11;"Danemark";"Consommation brute";3,5303901838379
2016-01;"Estonie";"Consommation brute";0,87823679980469
2016-02;"Estonie";"Consommation brute";0,72655209912109
2016-03;"Estonie";"Consommation brute";0,74698539929199
2016-04;"Estonie";"Consommation brute";0,64705060021973
2016-05;"Estonie";"Consommation brute";0,60092769989014
2016-06;"Estonie";"Consommation brute";0,54922120043945
2016-07;"Estonie";"Consommation brute";0,56076989920044
2016-08;"Estonie";"Consommation brute";0,60086539971924
2016-09;"Estonie";"Consommation brute";0,59838110101318
2016-10;"Estonie";"Consommation brute";0,69605139898682
2016-11;"Estonie";"Consommation brute";0,77352799981689
2016-12;"Estonie";"Consommation brute";0,78207249981689
2017-01;"Estonie";"Consommation brute";0,82855799957275
2017-02;"Estonie";"Consommation brute";0,73776749926758
2017-03;"Estonie";"Consommation brute";0,75960349963379
2017-04;"Estonie";"Consommation brute";0,68109209918213
2017-05;"Estonie";"Consommation brute";0,63816979998779
2017-06;"Estonie";"Consommation brute";0,58160279968262
2017-07;"Estonie";"Consommation brute";0,56736780093384
2017-08;"Estonie";"Consommation brute";0,61001249893189
2017-09;"Estonie";"Consommation brute";0,62553090008545
2017-10;"Estonie";"Consommation brute";0,72021699993897
2017-11;"Estonie";"Consommation brute";0,75439599951172
2017-12;"Estonie";"Consommation brute";0,78745499829102
2018-01;"Estonie";"Consommation brute";0,83356039898682
2018-02;"Estonie";"Consommation brute";0,8013335
2018-03;"Estonie";"Consommation brute";0,83623350061035
2018-04;"Estonie";"Consommation brute";0,66353729992676
2018-05;"Estonie";"Consommation brute";0,62360159988403
2018-06;"Estonie";"Consommation brute";0,58166970025635
2018-07;"Estonie";"Consommation brute";0,59451250039673
2018-08;"Estonie";"Consommation brute";0,61093799969482
2018-09;"Estonie";"Consommation brute";0,58957059991455
2018-10;"Estonie";"Consommation brute";0,67917170172119
2018-11;"Estonie";"Consommation brute";0,72183990008545
2018-12;"Estonie";"Consommation brute";0,7915393001709
2019-01;"Estonie";"Consommation brute";0,86766240008545
2019-02;"Estonie";"Consommation brute";0,72829309924316
2019-03;"Estonie";"Consommation brute";0,76333710070801
2019-04;"Estonie";"Consommation brute";0,65196330004883
2019-05;"Estonie";"Consommation brute";0,63549360009766
2019-06;"Estonie";"Consommation brute";0,56848390020752
2019-07;"Estonie";"Consommation brute";0,56932799951172
2019-08;"Estonie";"Consommation brute";0,60489469995117
2019-09;"Estonie";"Consommation brute";0,61905700042725
2019-10;"Estonie";"Consommation brute";0,71089020098877
2019-11;"Estonie";"Consommation brute";0,74508709985352
2019-12;"Estonie";"Consommation brute";0,76612750140381
2020-01;"Estonie";"Consommation brute";0,77340580090332
2020-02;"Estonie";"Consommation brute";0,74329950036621
2020-03;"Estonie";"Consommation brute";0,74264899914551
2020-04;"Estonie";"Consommation brute";0,64001240093994
2020-05;"Estonie";"Consommation brute";0,5973841998291
2020-06;"Estonie";"Consommation brute";0,55127609988403
2020-07;"Estonie";"Consommation brute";0,54986679968262
2020-08;"Estonie";"Consommation brute";0,57705469995117
2020-09;"Estonie";"Consommation brute";0,60436379968262
2020-10;"Estonie";"Consommation brute";0,67145489929199
2020-11;"Estonie";"Consommation brute";0,71370579968262
2020-12;"Estonie";"Consommation brute";0,78938919940186
2021-01;"Estonie";"Consommation brute";0,84435669915772
2021-02;"Estonie";"Consommation brute";0,80348690045166
2021-03;"Estonie";"Consommation brute";0,78552440002441
2021-04;"Estonie";"Consommation brute";0,66682699993896
2021-05;"Estonie";"Consommation brute";0,6479235012207
2021-06;"Estonie";"Consommation brute";0,57846070001221
2021-07;"Estonie";"Consommation brute";0,58935689990234
2021-08;"Estonie";"Consommation brute";0,62067749945068
2021-09;"Estonie";"Consommation brute";0,63335969946289
2021-10;"Estonie";"Consommation brute";0,65571150054932
2021-11;"Estonie";"Consommation brute";0,74478980010986
2021-12;"Estonie";"Consommation brute";0,85800980072022
2022-01;"Estonie";"Consommation brute";0,80676209991455
2022-02;"Estonie";"Consommation brute";0,70704410009766
2022-03;"Estonie";"Consommation brute";0,75063370184326
2022-04;"Estonie";"Consommation brute";0,6867378994751
2022-05;"Estonie";"Consommation brute";0,65594329998779
2022-06;"Estonie";"Consommation brute";0,59428820031738
2022-07;"Estonie";"Consommation brute";0,56654569958496
2022-08;"Estonie";"Consommation brute";0,61654340014648
2022-09;"Estonie";"Consommation brute";0,59841060003662
2022-10;"Estonie";"Consommation brute";0,66718710070801
2022-11;"Estonie";"Consommation brute";0,72118059985352
2022-12;"Estonie";"Consommation brute";0,81035059906006
2023-01;"Estonie";"Consommation brute";0,80802739953613
2023-02;"Estonie";"Consommation brute";0,72152340002441
2023-03;"Estonie";"Consommation brute";0,75679620141602
2023-04;"Estonie";"Consommation brute";0,61114189996338
2023-05;"Estonie";"Consommation brute";0,60973160040283
2023-06;"Estonie";"Consommation brute";0,53966120059204
2023-07;"Estonie";"Consommation brute";0,55413530059814
2023-08;"Estonie";"Consommation brute";0,5931145
2023-09;"Estonie";"Consommation brute";0,56275429989624
2023-10;"Estonie";"Consommation brute";0,70870990161133
2023-11;"Estonie";"Consommation brute";0,76973370001221
2023-12;"Estonie";"Consommation brute";0,83763679937744
2024-01;"Estonie";"Consommation brute";0,90919150128174
2024-02;"Estonie";"Consommation brute";0,75974539971924
2024-03;"Estonie";"Consommation brute";0,72055729870606
2024-04;"Estonie";"Consommation brute";0,67791880029297
2024-05;"Estonie";"Consommation brute";0,59428340020752
2024-06;"Estonie";"Consommation brute";0,5228431003418
2024-07;"Estonie";"Consommation brute";0,53475760037231
2024-08;"Estonie";"Consommation brute";0,54830110021973
2024-09;"Estonie";"Consommation brute";0,53169329980469
2024-10;"Estonie";"Consommation brute";0,65427400042725
2024-11;"Estonie";"Consommation brute";0,72143600073242
2024-12;"Estonie";"Consommation brute";0,77759919891357
2025-01;"Estonie";"Consommation brute";0,78565779968262
2025-02;"Estonie";"Consommation brute";0,72339990093994
2025-03;"Estonie";"Consommation brute";0,67954299984741
2025-04;"Estonie";"Consommation brute";0,61482129968262
2025-05;"Estonie";"Consommation brute";0,60106180078125
2025-06;"Estonie";"Consommation brute";0,57147689984131
2025-07;"Estonie";"Consommation brute";0,58241259991455
2025-08;"Estonie";"Consommation brute";0,60935319989014
2025-09;"Estonie";"Consommation brute";0,59639970007324
2025-10;"Estonie";"Consommation brute";0,67500590014648
2025-11;"Estonie";"Consommation brute";0,71338047511292
2016-01;"Espagne";"Consommation brute";21,580084
2016-02;"Espagne";"Consommation brute";20,910583
2016-03;"Espagne";"Consommation brute";21,513612
2016-04;"Espagne";"Consommation brute";19,958163
2016-05;"Espagne";"Consommation brute";19,697269
2016-06;"Espagne";"Consommation brute";20,221165
2016-07;"Espagne";"Consommation brute";22,266952
2016-08;"Espagne";"Consommation brute";21,484116
2016-09;"Espagne";"Consommation brute";20,862218
2016-10;"Espagne";"Consommation brute";19,878269
2016-11;"Espagne";"Consommation brute";20,655306
2016-12;"Espagne";"Consommation brute";21,383941
2017-01;"Espagne";"Consommation brute";23,096264
2017-02;"Espagne";"Consommation brute";19,920904
2017-03;"Espagne";"Consommation brute";21,062918
2017-04;"Espagne";"Consommation brute";18,834502
2017-05;"Espagne";"Consommation brute";20,17758
2017-06;"Espagne";"Consommation brute";21,706934
2017-07;"Espagne";"Consommation brute";22,458431
2017-08;"Espagne";"Consommation brute";21,83564
2017-09;"Espagne";"Consommation brute";20,249967
2017-10;"Espagne";"Consommation brute";20,229304
2017-11;"Espagne";"Consommation brute";20,887429
2017-12;"Espagne";"Consommation brute";22,269706
2018-01;"Espagne";"Consommation brute";22,713146
2018-02;"Espagne";"Consommation brute";21,405235
2018-03;"Espagne";"Consommation brute";22,194356
2018-04;"Espagne";"Consommation brute";19,93841
2018-05;"Espagne";"Consommation brute";20,078009
2018-06;"Espagne";"Consommation brute";20,341898
2018-07;"Espagne";"Consommation brute";22,306183
2018-08;"Espagne";"Consommation brute";22,120612
2018-09;"Espagne";"Consommation brute";20,845479
2018-10;"Espagne";"Consommation brute";20,422074
2018-11;"Espagne";"Consommation brute";20,906592
2018-12;"Espagne";"Consommation brute";21,267719
2019-01;"Espagne";"Consommation brute";23,430391
2019-02;"Espagne";"Consommation brute";20,222551
2019-03;"Espagne";"Consommation brute";20,810994
2019-04;"Espagne";"Consommation brute";19,56657
2019-05;"Espagne";"Consommation brute";19,921841
2019-06;"Espagne";"Consommation brute";20,057154
2019-07;"Espagne";"Consommation brute";22,785567
2019-08;"Espagne";"Consommation brute";21,36501
2019-09;"Espagne";"Consommation brute";20,0317
2019-10;"Espagne";"Consommation brute";20,212851
2019-11;"Espagne";"Consommation brute";20,831693
2019-12;"Espagne";"Consommation brute";20,750987
2020-01;"Espagne";"Consommation brute";22,721606
2020-02;"Espagne";"Consommation brute";19,956574
2020-03;"Espagne";"Consommation brute";19,868898
2020-04;"Espagne";"Consommation brute";16,262856
2020-05;"Espagne";"Consommation brute";17,485334
2020-06;"Espagne";"Consommation brute";18,480374
2020-07;"Espagne";"Consommation brute";22,064602
2020-08;"Espagne";"Consommation brute";20,841551
2020-09;"Espagne";"Consommation brute";19,503628
2020-10;"Espagne";"Consommation brute";19,665569
2020-11;"Espagne";"Consommation brute";19,772561
2020-12;"Espagne";"Consommation brute";21,305602
2021-01;"Espagne";"Consommation brute";22,942657
2021-02;"Espagne";"Consommation brute";19,333691
2021-03;"Espagne";"Consommation brute";20,882039
2021-04;"Espagne";"Consommation brute";18,9604
2021-05;"Espagne";"Consommation brute";19,317545
2021-06;"Espagne";"Consommation brute";19,741818
2021-07;"Espagne";"Consommation brute";21,755245
2021-08;"Espagne";"Consommation brute";20,862788
2021-09;"Espagne";"Consommation brute";19,766354
2021-10;"Espagne";"Consommation brute";19,092446
2021-11;"Espagne";"Consommation brute";20,413506
2021-12;"Espagne";"Consommation brute";20,881645
2022-01;"Espagne";"Consommation brute";21,532897
2022-02;"Espagne";"Consommation brute";19,13173
2022-03;"Espagne";"Consommation brute";20,336752
2022-04;"Espagne";"Consommation brute";18,410464
2022-05;"Espagne";"Consommation brute";19,069701996094
2022-06;"Espagne";"Consommation brute";20,006406
2022-07;"Espagne";"Consommation brute";22,045774
2022-08;"Espagne";"Consommation brute";20,530018
2022-09;"Espagne";"Consommation brute";19,051755
2022-10;"Espagne";"Consommation brute";18,264835
2022-11;"Espagne";"Consommation brute";18,407844
2022-12;"Espagne";"Consommation brute";19,297343
2023-01;"Espagne";"Consommation brute";20,901196
2023-02;"Espagne";"Consommation brute";19,343004
2023-03;"Espagne";"Consommation brute";19,40775
2023-04;"Espagne";"Consommation brute";16,549162
2023-05;"Espagne";"Consommation brute";17,448568
2023-06;"Espagne";"Consommation brute";18,685437
2023-07;"Espagne";"Consommation brute";21,247308
2023-08;"Espagne";"Consommation brute";20,216931
2023-09;"Espagne";"Consommation brute";18,328443
2023-10;"Espagne";"Consommation brute";18,46934
2023-11;"Espagne";"Consommation brute";18,769259
2023-12;"Espagne";"Consommation brute";19,945208
2024-01;"Espagne";"Consommation brute";20,9895
2024-02;"Espagne";"Consommation brute";18,953014
2024-03;"Espagne";"Consommation brute";19,277949
2024-04;"Espagne";"Consommation brute";17,811465
2024-05;"Espagne";"Consommation brute";18,253418
2024-06;"Espagne";"Consommation brute";18,31371
2024-07;"Espagne";"Consommation brute";21,345053
2024-08;"Espagne";"Consommation brute";20,85635
2024-09;"Espagne";"Consommation brute";18,575824
2024-10;"Espagne";"Consommation brute";18,927232
2024-11;"Espagne";"Consommation brute";18,656383
2024-12;"Espagne";"Consommation brute";20,321215
2025-01;"Espagne";"Consommation brute";21,575159
2025-02;"Espagne";"Consommation brute";19,077225
2025-03;"Espagne";"Consommation brute";20,502838
2025-04;"Espagne";"Consommation brute";17,520125
2025-05;"Espagne";"Consommation brute";18,047658
2025-06;"Espagne";"Consommation brute";20,383505
2025-07;"Espagne";"Consommation brute";21,790629
2025-08;"Espagne";"Consommation brute";20,619417
2025-09;"Espagne";"Consommation brute";19,228751
2025-10;"Espagne";"Consommation brute";18,898839
2025-11;"Espagne";"Consommation brute";19,561889
2016-01;"Finlande";"Consommation brute";9,1761705986328
2016-02;"Finlande";"Consommation brute";7,5191863984375
2016-03;"Finlande";"Consommation brute";7,6674494990234
2016-04;"Finlande";"Consommation brute";6,7553591899414
2016-05;"Finlande";"Consommation brute";6,0654911894531
2016-06;"Finlande";"Consommation brute";5,6898357109375
2016-07;"Finlande";"Consommation brute";5,9098525976562
2016-08;"Finlande";"Consommation brute";6,1645223046875
2016-09;"Finlande";"Consommation brute";6,0293138955078
2016-10;"Finlande";"Consommation brute";7,112827703125
2016-11;"Finlande";"Consommation brute";7,6837975976563
2016-12;"Finlande";"Consommation brute";7,9250459047852
2017-01;"Finlande";"Consommation brute";8,3953238017578
2017-02;"Finlande";"Consommation brute";7,6791185039062
2017-03;"Finlande";"Consommation brute";7,8061805029297
2017-04;"Finlande";"Consommation brute";6,9420539033203
2017-05;"Finlande";"Consommation brute";6,3404547060547
2017-06;"Finlande";"Consommation brute";5,7366777075195
2017-07;"Finlande";"Consommation brute";5,8611287070312
2017-08;"Finlande";"Consommation brute";6,1410186875
2017-09;"Finlande";"Consommation brute";6,268843284668
2017-10;"Finlande";"Consommation brute";7,0582215966797
2017-11;"Finlande";"Consommation brute";7,3235629003906
2017-12;"Finlande";"Consommation brute";7,7814331005859
2018-01;"Finlande";"Consommation brute";8,4942556025391
2018-02;"Finlande";"Consommation brute";8,1789596992187
2018-03;"Finlande";"Consommation brute";8,5715144990234
2018-04;"Finlande";"Consommation brute";6,8737421015625
2018-05;"Finlande";"Consommation brute";6,1334573959961
2018-06;"Finlande";"Consommation brute";5,7652282070312
2018-07;"Finlande";"Consommation brute";6,0734968085937
2018-08;"Finlande";"Consommation brute";6,3119661972656
2018-09;"Finlande";"Consommation brute";6,332548690918
2018-10;"Finlande";"Consommation brute";7,2481510991211
2018-11;"Finlande";"Consommation brute";7,5103759033203
2018-12;"Finlande";"Consommation brute";8,2607364990234
2019-01;"Finlande";"Consommation brute";9,1354332001953
2019-02;"Finlande";"Consommation brute";7,6684981992188
2019-03;"Finlande";"Consommation brute";8,0763752021484
2019-04;"Finlande";"Consommation brute";6,6441844985352
2019-05;"Finlande";"Consommation brute";6,2730057075195
2019-06;"Finlande";"Consommation brute";5,5648104013672
2019-07;"Finlande";"Consommation brute";5,8688801958008
2019-08;"Finlande";"Consommation brute";6,0710519077148
2019-09;"Finlande";"Consommation brute";6,1711753212891
2019-10;"Finlande";"Consommation brute";7,1001490898437
2019-11;"Finlande";"Consommation brute";7,4416893066406
2019-12;"Finlande";"Consommation brute";7,423476296875
2020-01;"Finlande";"Consommation brute";7,549667703125
2020-02;"Finlande";"Consommation brute";7,010004699707
2020-03;"Finlande";"Consommation brute";7,6012302050781
2020-04;"Finlande";"Consommation brute";6,5826478828125
2020-05;"Finlande";"Consommation brute";5,9814522036133
2020-06;"Finlande";"Consommation brute";5,3505282978516
2020-07;"Finlande";"Consommation brute";5,5922935024414
2020-08;"Finlande";"Consommation brute";5,7489236020508
2020-09;"Finlande";"Consommation brute";5,8057069985352
2020-10;"Finlande";"Consommation brute";6,6222903017578
2020-11;"Finlande";"Consommation brute";6,9606888950195
2020-12;"Finlande";"Consommation brute";7,54767159375
2021-01;"Finlande";"Consommation brute";8,4126628007813
2021-02;"Finlande";"Consommation brute";8,0906741962891
2021-03;"Finlande";"Consommation brute";7,8993728056641
2021-04;"Finlande";"Consommation brute";6,7219464101562
2021-05;"Finlande";"Consommation brute";6,3527465014648
2021-06;"Finlande";"Consommation brute";5,7146633955078
2021-07;"Finlande";"Consommation brute";5,9279839023438
2021-08;"Finlande";"Consommation brute";6,0741394091797
2021-09;"Finlande";"Consommation brute";6,2480244077148
2021-10;"Finlande";"Consommation brute";6,868101597168
2021-11;"Finlande";"Consommation brute";7,5327711992187
2021-12;"Finlande";"Consommation brute";8,8641362998047
2022-01;"Finlande";"Consommation brute";8,2521254980469
2022-02;"Finlande";"Consommation brute";7,1823421025391
2022-03;"Finlande";"Consommation brute";7,3387215976562
2022-04;"Finlande";"Consommation brute";6,5658587880859
2022-05;"Finlande";"Consommation brute";6,0685570078125
2022-06;"Finlande";"Consommation brute";5,6360816005859
2022-07;"Finlande";"Consommation brute";5,6810321958008
2022-08;"Finlande";"Consommation brute";5,9064697949219
2022-09;"Finlande";"Consommation brute";5,7884200927734
2022-10;"Finlande";"Consommation brute";6,3598039423828
2022-11;"Finlande";"Consommation brute";6,8613209960937
2022-12;"Finlande";"Consommation brute";7,5776930927734
2023-01;"Finlande";"Consommation brute";7,6153565039062
2023-02;"Finlande";"Consommation brute";6,8133592021484
2023-03;"Finlande";"Consommation brute";7,5528259052734
2023-04;"Finlande";"Consommation brute";6,3184177026367
2023-05;"Finlande";"Consommation brute";5,8462954490967
2023-06;"Finlande";"Consommation brute";5,2995756993408
2023-07;"Finlande";"Consommation brute";5,3761607751465
2023-08;"Finlande";"Consommation brute";5,6676779039307
2023-09;"Finlande";"Consommation brute";5,5899952998047
